ShortName,CompanyName,ISINCode,ExchangeCode
522F25,5.22% G-SEC. 15 JUN 25,IN0020200112,522GS2025
UNIVIN,UNIVASTU INDIA LIMITED,INE562X01013,UNIVASTU
PIODIS,PIONEER DISTILLERIES LIMITED,INE889E01010,PIONDIST
STYABS,STYRENIX PERFOM. MATERIALS LTD,INE189B01011,STYRENIX
DUDRE1,DUDIGITAL GLOBAL LTD RE,INE0HPK20012,DUDIG-RE
CUMIND,CUMMINS INDIA LTD,INE298A01020,CUMMINSIND
MASCOM,MASTER COMPONENTS LIMITED,INE0OJM01017,MASTER
MANVAI,MANOJ VAIBHAV GEMS JEW LTD,INE0KNT01012,MVGJL
JSWINF,JSW INFRASTRUCTURE LIMITED,INE880J01026,JSWINFRA
KIROIL,KIRLOSKAR INDUSTRIES LTD,INE250A01039,KIRLOSIND
SAMCEM,SAMRUDDHI CEMENT LIMITED,INE676K01018,SAMRUDDHI
PODPIG,PODDAR PIGMENTS LTD,INE371C01013,PODDARMENT
KIRPNE,KIRLOSKAR PNEUMATIC CO. L,INE328A01017,KIRLOSPNEU
IIFL14,IIFL SR V 10 NCD 07FB29,INE866I08279,10IIFL29
IIFL15,IIFL SR VI 10.50 NCD 07FB29,INE866I08295,105IIFL29
MANAFI,MANAPPURAM FINANCE LIMITED,INE522D01027,MANAPPURAM
IIFL21,10% IIFL Finance Ltd. Jun 25,INE866I08303,985IIFL22
AARENC,AARVI ENCON LIMITED,INE754X01016,AARVI
SGBT40,2.50% SOV. GOLD BOND 16 JUN 28,IN0020200104,SGBJUN28
ARVRE1,ARVIND FASHIONS RIGHTS ENTITLE,INE955V20013,ARVINDF-RE
NIPNIT,NIPPON INDIA ETF NIFTY IT,INF204KB15V2,ITBEES
SILMON,SILLY MONKS ENTERTAINMENT LTD,INE203Y01012,SILLYMONKS
ADIRE1,ADITYA BIRLA FASH RIGHTS ENT,INE647O20011,ABFRL-RE
ROLLAT,ROLLATAINTERS LTD,INE927A01040,ROLLT
NBIIND,N. B. I. INDUSTRIAL FIN CO LTD,INE365I01020,NBIFIN
SAAMED,SAAKSHI MEDTECH AND PANELS LTD,INE0PSK01027,SAAKSHI
UPDSER,UPDATER SERVICES LIMITED,INE851I01011,UDS
KIOLIM,KIOCL LIMITED,INE880L01014,KIOCL
MANALL,MANGALAM ALLOYS LIMITED,INE00C401011,MAL
DIGSTU,DIGIKORE STUDIOS LIMITED,INE0QJ901011,DIGIKORE
USHMAR,USHA MARTIN EDUCATION & SOLUTI,INE240C01028,UMESLTD
GLORE1,GLOBE INTL CAR LTD RE,INE947T20014,GICL-RE
INSFIL,INSPIRE FILMS LIMITED,INE0NDX01019,INSPIRE
NEWTEC,NEWJAISA TECHNOLOGIES LIMITED,INE0PW501021,NEWJAISA
SHEFOA,SHEELA FOAM LIMITED,INE916U01025,SFL
KOPRAN,KOPRAN LTD,INE082A01010,KOPRAN
TILIND,TILAKNAGAR INDUSTRIES LIMITED,INE133E01013,TI
NHAND6,8.75% National Highway Feb 29,INE906B07DF8,875NHAI29
SGBT46,2.50% SOV. GOLD BOND 5 JAN 29,IN0020200377,SGBJAN29IX
MANRET,HEADS UP VENTURES LIMITED,INE759V01019,HEADSUP
VININN,VINYAS INNOVATIVE TECH. LTD,INE0OLS01010,VINYAS
HINMED,HINDUSTAN MEDIA VENTURES LIMIT,INE871K01015,HMVL
VALLAB,VALIANT LABORATORIES LIMITED,INE0JWS01017,VALIANTLAB
KOTMAH,KOTAK MAHINDRA BANK LTD,INE237A01028,KOTAKBANK
TCIEXP,TCI EXPRESS LIMITED,INE586V01016,TCIEXP
MIRSEN,MIRAE ASSET S&P BSE SENSEX ETF,INF769K01KT9,SENSEXETF
WEAFIR,WEALTH FIRST PORTFOLIO MGR LTD,INE658T01017,WEALTH
LAULAB,LAURUS LABS LIMITED,INE947Q01028,LAURUSLABS
INDMFA,INDIAN METALS & FERRO ALLOYS L,INE919H01018,IMFA
MOTNIF,MOTILAL OSWAL NIFTY 500 ETF,INF247L01BU1,MONIFTY500
ARAPET,ARABIAN PETROLEUM LIMITED,INE08NJ01024,ARABIAN
CHON44,CHOLAMANDALAM IN & FIN CO,INE121A08PJ0,CHOLAFIN
AARSUR,AARTI SURFACTANTS LIMITED,INE09EO01013,AARTISURF
BLIGVS,BLISS GVS PHARMA LIMITED,INE416D01022,BLISSGVS
EFAEXP,E FACTOR EXPERIENCES LIMITED,INE0KFF01017,EFACTOR
DSPETF,DSP NIFTY 1D RATE LIQUID ETF,INF740KA1EU7,LIQUIDETF
DFMFOO,DFM FOODS LTD,INE456C01020,DFMFOODS
THEENG,THEJO ENGINEERING LIMITED,INE121N01019,THEJO
EMAINF,EMAMI REALTY LIMITED,INE778K01012,EMAMIREAL
MOTM50,MOTILAL OSWAL  M50 ETF,INF247L01536,MOM50
KONSPA,KONTOR SPACE LIMITED,INE0KZ301010,KONTOR
TERSOF,TERA SOFTWARE LTD,INE482B01010,TERASOFT
INDTOU,INDIA TOURISM DEVELOPMENT CORP,INE353K01014,ITDC
ARVLIM,ARVIND LIMITED,INE034A01011,ARVIND
VISPRO,VISHNUSURYA PROJ AND INFRA LTD,INE0PQ001012,VISHNUINFR
MAMRE1,MARSHALL MACHINES LTD RE,INE00SZ20018,MARSHAL-RE
ADIND4,8% ADITYA BIRLA FIN. OCT 26,INE860H07IQ0,8ABFL26
HISMET,HISAR METAL INDUSTRIES LTD,INE598C01011,HISARMETAL
ADIND5,0% ADITYA BIRLA FIN. OCT 26,INE860H07IR8,ABFL26
ADIND6,8.05% ADITYA BIRLA FIN. OCT 28,INE860H07IT4,805ABFL28
RHFND7,9.15% Reliance Home Fin Jan 27,INE217K07AG5,RHFL
ADIND9,8.1% ADITYA BIRLA FIN. OCT 33,INE860H07IS6,81ABFL33
GOYSAL,GOYAL SALT LIMITED,INE0QFE01017,GOYALSALT
CANAUT,CANARYS AUTOMATIONS LIMITEDEQ,INE0QG301017,CANARYS
ASIWES,ASIAN HOTELS (WEST) LIMITED,INE915K01010,AHLWEST
SPAENT,SPACENET ENTERPRISES INDIA LTD,INE970N01027,SPCENET
SHRRE1,SHRIRAM TRAN FIN RIGHTS ENTITL,INE721A20013,SRTRANS-RE
ONELOG,ONECLICK LOGISTICS INDIA LTD,INE0OPS01011,OLIL
PVRRE1,PVR LIMITED RIGHTS ENTITLEMENT,INE191H20014,PVR-RE
BODCON,BODHTREE CONSULTING LIMITED,INE104F01029,BODHTREE
BORLIM,BOROSIL LIMITED,INE02PY01013,BOROLTD
ROSBIO,ROSSARI BIOTECH LIMITED,INE02A801020,ROSSARI
REFRE1,REFEX INDUSTRIES RIGHTS ENTITL,INE056I20017,REFEX-RE
EMPSUG,EMPEE SUGARS & CHEMICALS LTD,INE928B01012,EMPEESUG
ASIEAS,ASIAN HOTELS (EAST) LIMITED,INE926K01017,AHLEAST
SICAL,SICAL LOGISTICS LIMITED,INE075B01020,SICALLOG
CAPTRU,CAPITAL TRUST LTD,INE707C01018,CAPTRUST
SGBT65,2.50% SOV. GOLD BOND 20 SEP 31,IN0020230093,SGBSEP31II
PLAWIR,PLAZA WIRES LIMITED,INE0INJ01017,PLAZACABLE
ADCIND,ADC INDIA COMMUNICATIONS LIMIT,INE833A01016,KRONECOMM
KARI,KARNIKA INDUSTRIES LIMITED,INE0MGA01012,KARNIKA
SHACHU,SHARP CHUCKS AND MACHINES,INE460Q01014,SCML
KSBPUM,KSB LIMITED,INE999A01023,KSB
PLAINF,PLADA INFOTECH SERVICES LTD,INE0PXD01014,PLADAINFO
SECCON,SECMARK CONSULTANCY LIMITED,INE0BTM01013,SECMARK
TANCON,TWAMEV CONSTRUCTION  INFRA LTD,INE388G01026,TICL
COMCAR,COMMITTED CARGO CARE LIMITED,INE597Z01014,COMMITTED
INDINV,INDUSTRIAL INVESTMENT TRUST LT,INE886A01014,IITL
BAJCOR,BAJAJ  CONSUMER CARE LIMITED,INE933K01021,BAJAJCON
HDFGOL,HDFC GOLD ETF,INF179KC1981,HDFCGOLD
BHAHOS,BHANDARI HOSIERY EXPORTS LTD,INE474E01029,BHANDARI
VARPP1,VARANIUM CLOUD LTD PP,IN90JOO01011,CLOUDPP
737J28,7.37% G-Sec. 23 Oct 28,IN0020230101,737GS2028
UGASUG,UGAR SUGAR WORKS LTD,INE071E01023,UGARSUGAR
BSE,BSE LIMITED,INE118H01025,BSE
ARVCOM,ARVIND PORT AND INFRA LIMITED,INE0P4T01013,ARVINDPORT
IRMENE,IRM ENERGY LIMITED,INE07U701015,IRMENERGY
PRAS,PRAKASH STEELAGE LIMITED,INE696K01024,PRAKASHSTL
PANENE,PANASONIC ENERGY INDIA CO LTD,INE795A01017,LAKHNNATNL
WOMLIM,WOMANCART LIMITED,INE0Q9601016,WOMANCART
PRILI,PRICOL LIMITED,INE726V01018,PRICOLLTD
MIRASS,MIRAE ASSET NIFTY IT ETF,INF769K01KV5,ITETF
TRENT,TRENT LTD,INE849A01020,TRENT
MIRALP,MIRAE ASSET NIFTY ALPHA 30 ETF,INF769K01KU7,ALPHAETF
MAXEST,MAX ESTATES LIMITED,INE03EI01018,MAXESTATES
KALCO,KALYANI COMMERCIALS LIMITED,INE610E01010,KALYANI
PODHOU,PODDAR HOUSING DEVELOPMENT LTD,INE888B01018,PODDARHOUS
GAYPRO,GAYATRI PROJECTS LIMITED,INE336H01023,GAYAPROJ
ICIGOL,ICICI PRUDENTIAL GOLD ETF,INF109KC1NT3,GOLDIETF
RAJCAS,RAJGOR CASTOR DERIVATIVES,INE0BZQ01011,RCDL
BLUJET,BLUE JET HEALTHCARE LIMITED,INE0KBH01020,BLUEJET
JITINF,JITF INFRALOGISTICS LTD,INE863T01013,JITFINFRA
HMT,HMT LIMITED,INE262A01018,HMT
LAKVIL,LAKSHMI VILAS BANK LTD,INE694C01018,LAKSHVILAS
ONDOO,ON DOOR CONCEPTS LTD,INE00ER01015,ONDOOR
SBIN1D,SBI NIFTY 1D RATE ETF,INF200KA13Z8,LIQUIDSBI
URJRE1,URJA GLOBAL LTD RIGHTS ENTITLE,INE550C20012,URJA-RE
GUJPPL,GUJARAT PIPAVAV PORT LIMITED,INE517F01014,GPPL
SHAFMC,SHANTHALA FMCG PRODUCTS LTD,INE0Q9Q01017,SHANTHALA
INHN48,9.25%SAMMAAN CAPITAL LTD SEP25,INE148I07PA7,925IHFL25
INHN52,9.9% INDIABULLS HOU. SEPT 26,INE148I07PX9,940IHFL26
LANESE,LAN ESEDA INDUSTRIES LTD,INE520B01017,LANESEDA
INHN51,9.4% INDIABULLS HOU. SEPT 26,INE148I07PY7,990IHFL26
ADFFOO,ADF FOODS LIMITED,INE982B01027,ADFFOODS
INHN54,INDIABULLS HOU.FIN.9.02,INE148I07QE7,902IHFL26
INHN53,INDIABULLS HOU.FIN.9.48,INE148I07PZ4,948IHFL26
INHN55,0% INDIABULLS HOU. 26 SEPT 26,INE148I07QB3,IBHFZC26C
INHN64,INDIABULLS HOU.FIN.9.57,INE148I07QC1,888IHFL25D
INHN63,INDIABULLS HOU.FIN.10.03,INE148I07QD9,980SCL33C
PARF,PARAGON FINE AND SPEC  CHEM LT,INE0N4G01012,PARAGON
APMFIN,MUFIN GREEN FINANCE LIMITED,INE08KJ01020,MUFIN
LAKMAC,LMW LIMITED,INE269B01029,LMW
CELWOR,CELLO WORLD LTD,INE0LMW01024,CELLO
TRASEA,TRANSTEEL SEATING TECH LTD,INE0NVI01020,TRANSTEEL
WELINV,WELSPUN INVEST & COMERCIAL LTD,INE389K01018,WELINV
MAIMED,MAITREYA MEDICARE LTD,INE0PLQ01011,MAITREYA
HONCON,HONASA CONSUMER LTD,INE0J5401028,HONASA
PIRN18,PIRAMAL ENTERPRISES 3NOV25,INE140A07757,9PEL25
PIRN19,PIRAMAL ENTERPRISES 3NOV26,INE140A07740,905PEL26
SRE105,SREI INFRA SR1 LOA 20AP19,INE872A07UL6,SREINFRA
PIRN20,PIRAMAL ENTERPRISES 3NOV28,INE140A07765,920PEL28
PIRN21,PIRAMA ENTERPRISES 3NOV33,INE140A07773,935PEL33
SARTEL,SAR TELEVENTURE LIMITED,INE0PUC01020,SARTELE
AMIPLA,AMINES & PLASTICIZERS LTD,INE275D01022,AMNPLST
LAXGOL,LAXMI GOLDORNA HOUSE LIMITED,INE258Y01016,LGHL
MUSBRO,MUSIC BROADCAST LIMITED,INE919I01024,RADIOCITY
ESASMA,ESAF SMALL FINANCE BANK LTD,INE818W01011,ESAFSFB
MICSOF,MICROPRO SOFTWARE SOL LTD,INE0PZK01014,MICROPRO
MASFIN,MAS FINANCIAL SERVICES LIMITED,INE348L01012,MASFIN
AVESUP,AVENUE SUPERMARTS LTD DMART,INE192R01011,DMART
RECSR2,8.12% Rural Elec. Corp. Mar 27,INE020B07GH7,812REC27
RECN27,7.43% Rural Elec. Corp. Nov 35,INE020B07JU4,743REC35
HUDN29,7.64% HUDCO Limited Feb 31,INE031A07AO5,764HUDCO31
HUDN33,7.69% HUDCO Limited Mar 31,INE031A07AT4,769HUDCO31
ORIMIN,ORISSA MINERALS DEVELOPMENT CO,INE725E01024,ORISSAMINE
EDEGOL,EDELWEISS GOLD ETF,INF754K01SE6,EGOLD
KILDRU,KILITCH DRUGS (I) LTD,INE729D01010,KILITCH
DEENIT,DEEPAK NITRITE LIMITED,INE288B01029,DEEPAKNTR
INHN78,INDIABULLS HOU.FIN.9NOV25,INE148I07PW1,925IHFL25Z
SALEXT,SALASAR EXTERIORS AND CONTOUR,INE00Y701026,SECL
INHN79,9.65% INDIABULLS HOU. NOV 25,INE148I07QN8,965IHFL25A
INHN80,INDIABULLS HOU.FIN.II 9NOV25,INE148I07QF4,888IHFL25
INDLIM,INDOSOLAR LIMITED,INE866K01023,WAAREEINDO
HUDND8,8.51% HUDCO Limited Oct 28,INE031A07915,851HUDCO28
HUDN11,8.76% HUDCO Limited Oct 28,INE031A07949,876HUDCO28
LICHF,LIC HOUSING FINANCE LIMITED,INE115A01026,LICHSGFIN
HUDN18,9.01% HUDCO Limited Jan 34,INE031A07AB2,901HUDCO34
PFCN23,7.35% Power Fin. Corp. Oct 35,INE134E07570,735PFCL35
PFCND8,7.36% Power Fin. Corp. Jan 28,INE134E07349,736PFCL28
DATIND,ASHCO NIULAB INDUSTRIES LIMITE,INE714F01033,ASHCONIUL
INHN81,INDIABULLS HOU.FIN.III 9NOV25,INE148I07QG2,925IHFL25A
RANLAB,RANBAXY LABORATORIES LIMITED,INE015A01028,RANBAXY
PRISOF,PRITHVI EXCHANGE INDIA LTD,INE621B01021,PRITHVISOF
SOUISP,SOUTHERN ISPAT AND ENERGY LTD,INE943B01029,SOUISPAT
CHASUG,SRI CHAMUNDESHWARI SUGARS LTD,INE004H01019,SRICHAMUND
PFCTB2,8.3% Power Fin. Corp. Feb 27,INE134E07208,830PFCL27
PFCN16,8.92% Power Fin. Corp. Nov 33,INE134E07463,892PFCL33
SGBT47,2.50% SOV. GOLD BOND 19 JAN 29,IN0020200385,SGBJAN29X
IREN12,7.74% Indian Renewable Jan 31,INE202E07229,774IREDA31
NABN13,7.64% NABARD Mar 31,INE261F07032,764NABAR31
INHN82,INDIABULLS HOU.FIN.IV 9NOV25,INE148I07QJ6,IBHFZC25C
INHN83,0% INDIABULLS HOU. NOV 25,INE148I07QL2,IBHFZC25D
AHLENG,AHLADA ENGINEERS LTD,INE00PV01013,AHLADA
INHN84,9.4% INDIABULLS HOU. NOV 26,INE148I07QH0,940IHFL26A
MAHND6,8.72% M&M Fin Serv Ltd. Jun 26,INE774D08LU6,872MMFSL26
MAHN12,9% M&M Fin Serv Ltd. Jun 26,INE774D08MA6,9MMFS-ML
SRE106,SREI INFRA SR2 8.5 LOA 20AP19,INE872A07UM4,SREINFRA
MAHN16,0% M&M Fin Serv Ltd. Jun 26,INE774D08MG3,M&MFIN
IIFC10,7.4% India Infra. Fin. Jan 33,INE787H07156,740IIFCL33
IIFC28,8.91% India Infra. Fin. Jan 34,INE787H07370,891IIFCL34
INHN85,9.9% INDIABULLS HOU. NOV 26,INE148I07QI8,990IHFL26A
MICFIN,SASTASUNDAR VENTURES LIMITED,INE019J01013,SASTASUNDR
INHN86,INDIABULLS HOU.FIN.II 9NOV26,INE148I07QM0,902IHFL26A
INTT,INTENSE TECHNOLOGIES,INE781A01025,INTENTECH
INFBEE,NIPPON INDIA ETF NIF INFRA BEE,INF732E01268,INFRABEES
INHN87,INDIABULLS HOU.FIN.III 9NOV26,INE148I07QK4,948IHFL26A
INHN88,0% INDIABULLS HOU. R NOV 26,INE148I07QP3,IBHFZC26D
CARPOI,CP CAPITAL LIMITED,INE521J01018,CPCAP
INHN89,0% INDIABULLS HOU. NR NOV 26,INE148I07QO6,IBHFZC26E
TASBIT,TASTY BITE EATABLES LTD,INE488B01017,TASTYBITE
INHN90,9.65% INDIABULLS HOU. NOV 28,INE148I07QQ1,965IHFL28A
UNIDRI,UNITED DRILLING TOOLS LTD,INE961D01019,UNIDT
INHN91,10.15% INDIABULLS HOU. NOV 28,INE148I07QR9,1015IHFL28
INHN92,INDIABULLS HOU.FIN.II 9NOV28,INE148I07QS7,925IHFL28A
INHN93,INDIABULLS HOU.FIN.III 9NOV28,INE148I07QT5,971IHFL28A
SRE107,SEFL INFRA SR3 8.43 LOA 16MR21,INE872A07UN2,SREINFRA
ORIGRE,ORIENT GREEN POWER COMPANY LIM,INE999K01014,GREENPOWER
INHN94,10.5% INDIABULLS HOU. NOV 30,INE148I07QV1,1050IHFL30
INHN95,INDIABULLS HOU.FIN.I 9NOV30,INE148I07QX7,1003IHF30A
INHN96,10.25% INDIABULLS HOU. NOV 33,INE148I07QY5,1075IHF33B
LML,LML LIMITED,INE862A01015,LML
INHN97,10.75% INDIABULLS HOU. NOV 33,INE148I07QZ2,980IHFL33
INHN98,INDIABULLS HOU.FIN.II 9NOV33,INE148I07RA3,925IHFL25G
INHN99,INDIABULLS HOU.FIN.III 9NOV33,INE148I07RB1,965IHFL25F
RAINFR,RAMKY INFRASTRUCTURE LIMITED,INE874I01013,RAMKY
732K30,7.32% G-Sec.13 Nov 30,IN0020230135,732GS2030
GALISP,GALLANTT ISPAT LIMITED,INE528K01029,GALLISPAT
BABFOO,BABA FOOD PROCESSING LIMITED,INE0QW501012,BABAFP
ASKAUT,ASK AUTOMOTIVE LIMITED,INE491J01022,ASKAUTOLTD
ARISUP,ARIHANT SUPERSTRUCTURES LIMITE,INE643K01018,ARIHANTSUP
CANRET,CANTABIL RETAIL INDIA LIMITED,INE068L01024,CANTABIL
SRE108,SEFL INFRA SR4 8.75 LOA 16MR21,INE872A07UO0,SREINFRA
ROXHI,ROX HI TECH LIMITED,INE0PDJ01013,ROXHITECH
AUDIND,AKSHARCHEM (INDIA) LTD,INE542B01011,AKSHARCHEM
LUMIND,LUMAX INDUSTRIES LTD,INE162B01018,LUMAXIND
ASHBUI,ASHOKA BUILDCON LIMITED,INE442H01029,ASHOKA
VATWAB,VA TECH WABAG LIMITED,INE956G01038,WABAG
BEDIND,BEDMUTHA INDUSTRIES LIMITED,INE844K01012,BEDMUTHA
URJGLO,URJA GLOBAL LIMITED,INE550C01020,URJA
SRE109,SEFL INFRA SR5 LOA 16MR21,INE872A07UP7,SREINFRA
SUNLIF,SUNREST LIFESCIENCE LIMITED,INE0PLZ01012,SUNREST
CLEDU,CL EDUCATE LIMITED,INE201M01029,CLEDUCATE
COMENG,JUPITER WAGONS LIMITED,INE209L01016,JWL
SRE110,8.65% SREI Equi Fin Ltd Mar 23,INE872A07UQ5,SREINFRA
OBEREA,OBEROI REALTY LIMITED,INE093I01010,OBEROIRLTY
SRE111,9% SREI Equi Fin Ltd Mar 23,INE872A07UR3,SREINFRA
EDESIL,EDELWEISS SILVER ETF,INF754K01SF3,ESILVER
INDREN,INDIAN RENEW. ENG.DEV. AGY LTD,INE202E01016,IREDA
SRE112,0% SREI Equi Fin Ltd Mar 23,INE872A07US1,SREINFRA
LYKLAB,LYKA LABS LTD,INE933A01014,LYKALABS
INDR,INDIAN RAILWAY FIN CORP LTD,INE053F01010,IRFC
ROCDEA,ROCKING DEALS CIRCULAR ECONOMY,INE0PTR01012,ROCKINGDCE
TATTEC,TATA TECHNOLOGIES LIMITED,INE142M01025,TATATECH
ASHMIN,ASHAPURA MINECHEM LTD,INE348A01023,ASHAPURMIN
GYSALL,SHAH METACORP LIMITED,INE482J01021,SHAH
PREEST,PRESTIGE ESTATES PROJECTS LIMI,INE811K01011,PRESTIGE
GANOIL,GANDHAR OIL REFINERY INDIA LTD,INE717W01049,GANDHAR
MAHMAH,MAHINDRA & MAHINDRA LIMITED,INE101A01026,M&M
NRAGAR,NRAGARWAL INDUSTRIES LTD,INE740D01017,NRAIL
SHABUI,SHANKARA BUILDING PRODUCTS LTD,INE274V01019,SHANKARA
FEDFIN,FEDBANK FINANCIAL SERVICES LTD,INE007N01010,FEDFINA
RESIND,RESPONSIVE INDUSTRIES LIMITED,INE688D01026,RESPONIND
CAPGLO,CAPRI GLOBAL CAPITAL LIMITED,INE180C01042,CGCL
SRE113,9.12% SREI Equi Fin Ltd Mar 28,INE872A08DI6,SREINFRA
LTFRE1,L AND T FIN HOLDING RIGHT ISSU,INE498L20015,L&TFH-RE
FLAWRI,FLAIR WRITING INDUSTRIE LTD,INE00Y201027,FLAIR
COALIN,COAL INDIA LIMITED,INE522F01014,COALINDIA
NETAVE,NET AVENUE TECHNOLOGIES LTD,INE518X01015,CBAZAAR
MARIN,MARINETRANS INDIA LIMITED,INE0P1P01017,MARINETRAN
IOLCHE,IOL CHEMICALS & PHARMACEUTICAL,INE485C01029,IOLCP
SHEUNI,SHEETAL UNIVERSAL LIMITED,INE04VX01019,SHEETAL
CHON31,8.4% CHOLAMANDALAM INV DEC 25,INE121A07RJ8,888IHFL25F
NAGAG,NACL INDUSTRIES LIMITED,INE295D01020,NACLIND
RAMCEM,THE RAMCO CEMENTS LIMITED,INE331A01037,RAMCOCEM
CHON32,0% CHOLAMANDALAM INV DEC 25,INE121A07RL4,CIFCZC25
CHON33,8.5% CHOLAMANDALAM INV DEC 26,INE121A07RO8,850CIFCL26
CHON34,0% CHOLAMANDALAM INV DEC 26,INE121A07RK6,CIFCZC26
CHON35,8.6% CHOLAMANDALAM INV DEC 28,INE121A07RM2,860CIFCL28
CHON36,0% CHOLAMANDALAM INV DEC 28,INE121A07RN0,CIFCZC28
GRALIM,GRAPHISADS LIMITED,INE0POU01017,GRAPHISAD
ANJPO,ANJANI PORTLAND CEMENT LTD,INE071F01012,APCL
SGBTR7,2.50% SOV. GOLD BOND 17 MAR 25,IN0020160126,SGBMAR25
INDPAI,INDIGO PAINTS LIMITED,INE09VQ01012,INDIGOPNTS
WESIP,THE WESTERN INDIA PLYWOODS LTD,INE215F01023,WIPL
THF24B,182 Day T-Bill 13 Jun 24,IN002023Y383,182D130624
ACCMIC,ACCENT MICROCELL LIMITED,INE0Q5D01013,ACCENTMIC
CHEPET,CHENNAI PETROLEUM CORPORATION,INE178A01016,CHENNPETRO
PREENG,PRESSTONIC ENGINEERING LIMITED,INE0R1601012,PRESSTONIC
PRUSUG,PRUDENTIAL SUGAR CORP LTD,INE024D01016,PRUDMOULI
AXIGOL,AXIS Gold ETF,INF846K01W80,AXISGOLD
GRAVIN,GRAVITA INDIA LIMITED,INE024L01027,GRAVITA
BAJPRO,BAJEL PROJECTS LIMITED,INE0KQN01018,BAJEL
SJLOG,S J LOGISTICS LIMITED,INE0F3301020,SJLOGISTIC
PARGOL,BARODA BNP PARIBAS GOLD ETF,INF251K01SU9,BBNPPGOLD
DOMIND,DOMS INDUSTRIES LIMITED,INE321T01012,DOMS
INDSHE,INDIA SHELTER FINANCE CORP,INE922K01024,INDIASHLTR
HOMFIR,HOME FIRST FINANCE COMPANY IND,INE481N01025,HOMEFIRST
DOLIN,DOLLAR INDUSTRIES LIMITED,INE325C01035,DOLLAR
MAFIND,MAFATLAL INDUSTRIES LTD,INE270B01035,MAFATLAIND
SHROSF,SHREE OSFM E-MOBILITY LIMITED,INE02S501018,SHREEOSFM
INOIND,INOX INDIA LIMITED,INE616N01034,INOXINDIA
TATP01,TATA PROJECTS LTD 8.50,INE725H08170,850TPL26
TATP02,TATA PROJECTS LTD 8.47,INE725H08162,847TPL26
SUPLIM,SUPERHOUSE LIMITED,INE712B01010,SUPERHOUSE
TATP03,TATA PROJECTS LTD 8.20,INE725H08121,820TPL26
PENIND,PENNAR INDUSTRIES LTD,INE932A01024,PENIND
TATP04,TATA PROJECTS LTD 2026,INE725H08147,TPL26
TATP05,TATA PROJECTS LTD 8.43,INE725H08154,843TPL26
LTFN17,9.1% L&T Finance Ltd. Mar 24,INE027E07923,L&TFIN
LTFN18,9.25% L&T Finance Ltd. Mar 24,INE027E07931,L&TFIN
LTFN19,8.75% L&T Finance Ltd. Mar 24,INE027E07949,L&TFIN
LTFN20,8.89% L&T Finance Ltd. Mar 24,INE027E07956,L&TFIN
LTFN21,9.2% L&T Finance Ltd. Mar 29,INE027E07964,92LTF29
JINWOR,JINDAL WORLDWIDE LIMITED,INE247D01039,JINDWORLD
LTFN22,L&T FIN SRV OP2 9.35LOA 13MR29,INE027E07972,935LTF29
LTFN23,8.84% L&T Finance Ltd. Mar 29,INE027E07980,884LTF29
LTFN24,8.98% L&T Finance Ltd. Mar 29,INE027E07998,898LTF29
LTFN29,8.8% L&T Finance Ltd. Apr 24,INE027E07AE6,L&TFIN
LTFN30,9% L&T Finance Ltd. Apr 24,INE027E07AF3,L&TFIN
LTFN31,8.48% L&T Finance Ltd. Apr 24,INE027E07AG1,L&TFIN
LTFN32,8.66% L&T Finance Ltd. Apr 24,INE027E07AH9,L&TFIN
LTFN33,0% L&T Finance Ltd. Apr 24,INE027E07AI7,L&TFIN
LTFN34,0% L&T Finance Ltd. Apr 24,INE027E07AJ5,L&TFIN
LTFN35,8.85% L&T Finance Ltd. Apr 27,INE027E07AK3,885LTF27
LTFN36,L&T FIN SRVI OP2 9.05 15AP27,INE027E07AL1,905LTF27
LTFN37,8.52% L&T Finance Ltd. Apr 27,INE027E07AM9,852LTF27
LTFN38,8.7% L&T Finance Ltd. Apr 27,INE027E07AN7,87LTF27
LTFN45,8.45% L&T Finance Ltd. Dec 24,INE027E07AX6,845LTF24
LTFN46,8.6% L&T Finance Ltd. Dec 24,INE027E07AY4,86LTF24
SCHA,S CHAND AND COMPANY LIMITED,INE807K01035,SCHAND
LTFN47,8.15% L&T Finance Ltd. Dec 24,INE027E07AZ1,815LTF24
LTFN48,8.29% L&T Finance Ltd. Dec 24,INE027E07BA2,829LTF24
LTFN49,8.5% L&T Finance Ltd. Dec 26,INE027E07BB0,85LTF26
LTFN50,8.65% L&T Finance Ltd. Dec 26,INE027E07BC8,865LTF26
TQC24C,91 Day T-Bill 21 Mar 24,IN002023X393,91D210324
THF24C,182 Day T-Bill 20 Jun 24,IN002023Y391,182D200624
TYL24C,364 Day T-Bill 19 Dec 24,IN002023Z406,364D191224
VARTEX,VARDHMAN TEXTILES LIMTED,INE825A01020,VTL
SUNND2,SUNDARAM HOME FIN LTD 338 8.15,INE667F07IP5,815SHFL25
MUT467,MUTHOOT FINANCE LIMITED8.78,INE414G07IR6,878MFL27
MUT468,MUTHOOT FINANCE LIMITED8.85,INE414G07IS4,885MFL28
HDFN21,HDFC BANK LIMITEDSR 1 7.71 BD,INE040A08AJ4,771HDFCB33
RPPINF,RPP INFRA PROJECTS LIMITED,INE324L01013,RPPINFRA
IIFN12,IIFL SAMASTA FIN LTD SR 9.21,INE413U07244,921ISFL25
IIFN13,IIFL SAMASTA FIN LTD 9.60,INE413U07228,960ISFL25
IIFN14,IIFL SAMASTA FIN LTD 9.57,INE413U07236,957ISFL26
